C_YEAR,C_MNTH,C_WDAY,C_HOUR,C_SEV,C_VEHS,C_CONF,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_ID,V_TYPE,V_YEAR,P_ID,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,C_CASE
2019,1,1,21,2,1,2,1,1,4,2,18,99,NN,NNNN,1,F,65,99,2,NN,3,2681833
2019,1,1,13,2,1,4,1,1,2,1,18,1,1,2010,1,F,36,11,2,2,1,2681965
2019,1,1,13,2,1,4,1,1,2,1,18,1,1,2010,2,M,35,13,2,2,2,2681965
2019,1,1,14,2,2,4,UU,2,4,1,18,1,1,2011,1,M,19,QQ,2,NN,U,2682030
2019,1,1,14,2,2,4,UU,2,4,1,18,1,1,2011,UU,U,UU,UU,U,UU,U,2682030
2019,1,1,14,2,2,4,UU,2,4,1,18,2,1,UUUU,UU,U,UU,UU,U,UU,U,2682030
2019,1,1,14,2,2,4,UU,2,4,1,18,99,NN,NNNN,UU,U,UU,UU,U,NN,3,2682030
2019,1,1,14,2,2,4,UU,2,4,1,18,99,NN,NNNN,UU,U,UU,UU,U,NN,3,2682030
2019,1,1,10,2,2,33,3,2,2,1,18,1,1,2014,1,F,56,11,2,2,1,2682151
2019,1,1,10,2,2,33,3,2,2,1,18,1,1,2014,2,F,1,21,2,2,2,2682151
2019,1,1,10,2,2,33,3,2,2,1,18,1,1,2014,3,F,1,13,1,2,2,2682151
2019,1,1,10,2,2,33,3,2,2,1,18,1,1,2014,4,M,1,QQ,N,NN,U,2682151
2019,1,1,10,2,2,33,3,2,2,1,18,2,1,2006,1,M,72,QQ,1,2,U,2682151
2019,1,1,10,2,2,33,3,2,2,1,18,2,1,2006,UU,U,UU,UU,U,UU,U,2682151
2019,1,1,18,2,3,33,2,2,2,1,1,1,1,2012,1,M,20,11,2,2,1,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,1,1,2012,2,F,1,13,2,2,2,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,1,1,2012,3,M,53,QQ,N,NN,U,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,2,1,2007,1,M,48,QQ,2,2,U,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,2,1,2007,2,F,44,13,2,2,2,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,2,1,2007,UU,U,UU,UU,U,UU,U,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,3,5,2008,1,M,66,11,1,2,1,2682153
2019,1,1,18,2,3,33,2,2,2,1,1,3,5,2008,2,F,64,QQ,N,NN,U,2682153
2019,1,1,14,2,1,3,7,1,2,U,18,1,1,2011,1,F,35,11,2,NN,1,2682171
2019,1,1,14,2,1,3,7,1,2,U,18,1,1,2011,2,M,9,21,2,NN,2,2682171
2019,1,1,14,2,1,3,7,1,2,U,18,1,1,2011,3,M,8,23,2,NN,2,2682171
2019,1,1,14,2,1,3,7,1,2,U,18,1,1,2011,4,M,38,QQ,U,UU,U,2682171
2019,1,1,17,2,2,32,1,4,3,1,18,1,1,2003,1,F,66,11,2,2,1,2683390
2019,1,1,17,2,2,32,1,4,3,1,18,2,1,2002,1,F,21,11,2,2,1,2683390
2019,1,1,19,2,1,2,2,2,3,3,4,1,1,2015,1,M,19,11,2,2,1,2683746
2019,1,1,19,2,1,2,2,2,3,3,4,1,1,2015,2,M,28,12,2,2,2,2683746
2019,1,1,20,2,2,35,1,1,1,1,1,1,1,2016,1,M,46,11,1,2,1,2683761
2019,1,1,20,2,2,35,1,1,1,1,1,2,1,2012,2,F,69,11,2,2,1,2683761
2019,1,1,7,2,1,3,2,3,2,2,18,1,1,2014,1,M,22,11,2,2,1,2683915
2019,1,1,7,2,1,3,2,3,2,2,18,1,1,2014,2,M,18,13,2,2,2,2683915
2019,1,1,18,2,1,35,1,1,3,1,1,1,1,2016,1,M,48,11,1,2,1,2683953
2019,1,1,18,2,1,35,1,1,3,1,1,99,NN,NNNN,2,F,47,99,2,NN,3,2683953
2019,1,1,19,2,1,2,2,1,3,3,18,1,1,2013,1,M,66,11,1,2,1,2683996
2019,1,1,19,2,1,2,2,1,3,3,18,99,NN,NNNN,2,F,54,99,2,NN,3,2683996
2019,1,1,12,2,1,3,1,4,3,3,18,1,1,2010,1,F,31,11,2,UU,1,2684153
2019,1,1,16,2,2,24,1,4,3,4,UU,1,1,2010,1,M,31,11,1,2,1,2684163
2019,1,1,16,2,2,24,1,4,3,4,UU,1,1,2010,2,M,UU,13,1,2,2,2684163
2019,1,1,16,2,2,24,1,4,3,4,UU,1,1,2010,3,F,6,23,1,2,2,2684163
2019,1,1,16,2,2,24,1,4,3,4,UU,1,1,2010,4,U,UU,QQ,N,NN,U,2684163
2019,1,1,16,2,2,24,1,4,3,4,UU,2,1,2003,1,F,13,96,2,2,2,2684163
2019,1,1,16,2,2,24,1,4,3,4,UU,2,1,2003,2,F,35,11,2,2,1,2684163
2019,1,1,16,2,1,3,1,5,5,1,UU,1,1,2001,1,F,10,13,2,2,2,2684170
2019,1,1,16,2,1,3,1,5,5,1,UU,1,1,2001,2,F,UU,33,2,2,2,2684170
2019,1,1,16,2,1,3,1,5,5,1,UU,1,1,2001,3,F,43,11,2,2,1,2684170
2019,1,1,19,2,1,4,1,4,3,1,18,1,1,2007,1,F,30,QQ,2,2,U,2684172
2019,1,1,18,2,1,4,1,4,4,1,18,1,1,2010,1,F,26,11,2,2,1,2684177
2019,1,1,12,2,1,3,1,5,5,5,UU,1,1,2004,1,F,27,11,2,2,1,2684178
2019,1,1,19,2,1,4,1,4,5,4,12,1,1,2007,1,F,22,11,2,2,1,2684179
2019,1,1,6,2,1,4,3,1,2,4,1,1,1,2012,1,M,47,11,1,2,1,2684180
2019,1,1,6,2,1,4,3,1,2,4,1,1,1,2012,2,F,32,13,2,2,2,2684180
2019,1,1,6,2,1,4,3,1,2,4,1,1,1,2012,3,M,82,QQ,N,NN,U,2684180
2019,1,1,8,2,1,3,1,1,5,4,18,1,1,2008,1,F,13,13,1,2,2,2684188
2019,1,1,8,2,1,3,1,1,5,4,18,1,1,2008,2,F,11,23,2,2,2,2684188
2019,1,1,8,2,1,3,1,1,5,4,18,1,1,2008,3,F,71,11,1,2,1,2684188
2019,1,1,16,2,1,4,1,4,3,U,18,1,1,2002,1,M,51,11,2,2,1,2684197
2019,1,1,14,2,1,4,1,1,2,4,18,1,1,1997,1,M,18,11,2,2,1,2684244
2019,1,1,14,2,1,4,1,1,2,4,18,1,1,1997,2,M,48,QQ,N,NN,U,2684244
2019,1,1,13,2,1,4,1,4,3,1,18,1,1,2002,1,F,30,11,2,2,1,2684371
2019,1,1,13,2,1,4,1,4,3,1,18,1,1,2002,2,M,1,23,1,2,2,2684371
2019,1,1,13,2,1,3,1,1,1,1,18,1,1,2004,1,F,22,11,2,2,1,2684401
2019,1,1,21,2,2,21,1,4,3,2,1,1,1,2008,1,F,11,13,1,2,2,2685315
2019,1,1,21,2,2,21,1,4,3,2,1,1,1,2008,2,M,53,11,2,2,1,2685315
2019,1,1,21,2,2,21,1,4,3,2,1,2,1,2004,1,M,55,11,U,UU,1,2685315
2019,1,1,21,2,2,21,1,4,3,2,1,2,1,2004,2,U,UU,QQ,N,NN,U,2685315
2019,1,1,15,2,2,24,2,1,2,1,18,1,1,2007,1,M,27,11,1,2,1,2685348
2019,1,1,15,2,2,24,2,1,2,1,18,1,1,2007,2,F,27,13,2,2,2,2685348
2019,1,1,15,2,2,24,2,1,2,1,18,1,1,2007,3,F,UU,21,1,2,2,2685348
2019,1,1,15,2,2,24,2,1,2,1,18,1,1,2007,4,F,53,22,2,2,2,2685348
2019,1,1,15,2,2,24,2,1,2,1,18,1,1,2007,5,F,3,23,1,2,2,2685348
2019,1,1,15,2,2,24,2,1,2,1,18,2,1,2010,1,F,35,11,2,2,1,2685348
2019,1,1,4,2,1,4,1,1,1,1,18,1,1,2005,1,M,22,11,2,2,1,2685522
2019,1,1,19,2,1,4,2,1,5,1,1,1,1,2010,1,M,19,11,2,2,1,2685540
2019,1,1,13,2,2,22,1,4,3,1,18,1,1,2013,1,F,77,11,2,2,1,2686796
2019,1,1,13,2,2,22,1,4,3,1,18,2,1,UUUU,1,U,UU,11,U,UU,1,2686796
2019,1,1,14,2,2,21,UU,4,4,3,18,1,5,2012,1,M,51,11,2,2,1,2687302
2019,1,1,14,2,2,21,UU,4,4,3,18,2,8,2007,1,U,39,11,N,UU,1,2687302
2019,1,1,8,2,1,4,UU,1,5,1,18,1,6,2006,1,M,70,11,2,2,1,2687313
2019,1,1,9,2,2,21,2,4,3,1,1,1,6,2002,1,U,31,11,N,UU,1,2687323
2019,1,1,9,2,2,21,2,4,3,1,1,2,1,2004,1,U,75,11,N,UU,1,2687323
2019,1,1,9,2,2,21,2,4,3,1,1,2,1,2004,2,F,25,13,2,2,2,2687323
2019,1,1,8,2,1,4,UU,2,5,1,18,1,1,2005,1,U,58,11,N,UU,1,2687367
2019,1,1,8,2,1,4,UU,2,5,1,18,1,1,2005,2,F,39,13,2,2,2,2687367
2019,1,1,19,2,1,4,UU,2,2,1,18,1,1,2004,1,F,42,11,2,2,1,2687379
2019,1,1,18,2,1,4,UU,5,5,4,18,1,8,2007,1,M,39,11,2,2,1,2687446
2019,1,1,11,2,1,4,UU,3,5,2,18,1,7,1998,1,M,58,11,2,2,1,2687477
2019,1,1,13,2,1,1,2,1,1,1,6,1,1,2004,1,M,50,11,2,2,1,2687494
2019,1,1,13,2,1,1,2,1,1,1,6,99,NN,NNNN,1,F,56,99,2,NN,3,2687494
2019,1,1,8,2,1,3,UU,1,5,4,18,1,1,2004,1,M,21,11,2,1,1,2687530
2019,1,1,16,2,1,1,2,3,2,1,6,1,1,2009,1,U,71,11,N,UU,1,2687564
2019,1,1,16,2,1,1,2,3,2,1,6,99,NN,NNNN,1,M,13,99,2,NN,3,2687564
2019,1,1,7,2,1,4,2,4,3,3,18,1,1,2009,1,F,26,11,2,2,1,2687690
2019,1,1,19,2,1,4,UU,4,3,5,18,1,1,2010,1,F,27,11,2,UU,1,2687696
2019,1,1,15,2,1,3,UU,5,5,1,18,1,6,2005,1,F,52,11,2,2,1,2687748
2019,1,1,13,2,2,31,UU,1,1,3,18,1,6,2013,1,F,51,11,2,2,1,2687753
2019,1,1,13,2,2,31,UU,1,1,3,18,2,8,2013,1,M,47,11,2,2,1,2687753
2019,1,1,5,2,1,4,UU,4,3,1,18,1,1,2006,1,F,42,11,2,2,1,2687760
2019,1,1,15,2,1,3,UU,4,3,3,18,1,1,2010,1,F,47,11,2,2,1,2687795
2019,1,1,15,2,1,3,UU,4,3,3,18,1,1,2010,2,M,55,13,2,2,2,2687795
2019,1,1,7,2,1,3,2,6,3,4,18,1,6,2005,1,F,51,11,2,2,1,2687820
2019,1,1,18,2,2,33,2,3,2,1,1,1,1,2006,1,F,22,11,2,2,1,2687844
2019,1,1,18,2,2,33,2,3,2,1,1,1,1,2006,2,M,33,13,2,2,2,2687844
2019,1,1,18,2,2,33,2,3,2,1,1,2,1,2006,1,M,23,11,2,2,1,2687844
2019,1,1,10,2,1,4,UU,5,5,2,18,1,1,2013,1,M,26,11,2,2,1,2687901
2019,1,1,19,2,2,31,UU,2,3,3,18,1,1,2002,1,U,17,11,N,UU,1,2687916
2019,1,1,19,2,2,31,UU,2,3,3,18,2,1,1992,1,M,54,11,2,2,1,2687916
2019,1,1,17,2,2,21,UU,1,2,1,18,1,6,2009,1,F,45,11,2,2,1,2687925
2019,1,1,17,2,2,21,UU,1,2,1,18,2,1,2012,1,U,54,11,N,UU,1,2687925
2019,1,1,16,2,2,21,UU,2,5,1,18,1,1,2003,1,M,39,11,2,2,1,2687929
2019,1,1,16,2,2,21,UU,2,5,1,18,2,1,2004,1,U,31,11,N,UU,1,2687929
2019,1,1,18,2,1,4,UU,3,2,1,18,1,1,2003,1,M,74,11,2,2,1,2687948
2019,1,1,18,2,1,4,UU,3,2,1,18,1,1,2003,2,F,69,13,2,2,2,2687948
2019,1,1,12,2,2,21,2,1,2,1,1,1,6,2011,1,F,37,11,2,2,1,2688010
2019,1,1,12,2,2,21,2,1,2,1,1,2,1,2012,1,U,47,11,N,UU,1,2688010
2019,1,1,18,2,2,35,2,1,2,1,3,1,6,2011,1,F,60,11,2,2,1,2688011
2019,1,1,18,2,2,35,2,1,2,1,3,2,1,2013,1,U,69,11,N,UU,1,2688011
2019,1,1,0,2,1,4,UU,1,5,4,18,1,1,2003,1,M,35,11,2,2,1,2688045
2019,1,1,7,2,1,4,UU,4,3,2,18,1,6,1996,1,M,43,11,2,2,1,2688075
2019,1,1,7,2,1,4,UU,4,3,2,18,1,6,1996,2,M,15,13,2,2,2,2688075
2019,1,1,12,2,2,21,4,1,1,1,18,1,1,2013,1,F,72,11,2,2,1,2688456
2019,1,1,12,2,2,21,4,1,1,1,18,2,8,2012,1,U,37,11,N,UU,1,2688456
2019,1,1,9,2,2,35,2,4,3,1,1,1,1,2014,1,F,40,11,2,2,1,2689462
2019,1,1,9,2,2,35,2,4,3,1,1,2,1,2017,1,M,42,11,1,2,1,2689462
2019,1,1,8,2,2,21,2,6,5,1,1,1,1,2006,1,M,44,11,1,2,1,2689564
2019,1,1,8,2,2,21,2,6,5,1,1,2,1,2016,1,F,30,11,2,2,1,2689564
2019,1,1,7,2,1,2,2,1,1,1,1,1,1,2018,1,M,39,11,1,2,1,2689693
2019,1,1,7,2,1,2,2,1,1,1,1,99,NN,NNNN,1,F,14,99,2,NN,3,2689693
2019,1,1,13,2,2,24,1,1,5,1,18,1,1,1999,1,M,60,11,2,1,1,2689694
2019,1,1,13,2,2,24,1,1,5,1,18,2,7,2019,1,M,58,11,N,NN,1,2689694
2019,1,1,3,2,1,QQ,2,1,2,6,UU,1,1,2012,1,M,30,11,2,2,1,2689913
2019,1,1,7,2,1,2,2,1,5,1,18,1,1,2009,1,F,29,11,N,NN,1,2689917
2019,1,1,7,2,1,2,2,1,5,1,18,99,NN,NNNN,1,F,28,99,2,NN,3,2689917
2019,1,1,7,2,2,QQ,2,1,2,1,UU,1,1,2009,1,M,54,11,2,2,1,2689983
2019,1,1,7,2,2,QQ,2,1,2,1,UU,2,1,2005,1,M,60,11,1,2,1,2689983
2019,1,1,22,2,2,23,2,1,5,1,18,1,7,2003,1,M,31,11,N,NN,1,2690033
2019,1,1,22,2,2,23,2,1,5,1,18,2,1,2008,1,M,28,11,2,1,1,2690033
2019,1,1,6,2,2,33,2,1,1,1,1,1,1,2000,1,M,39,11,2,2,1,2690113
2019,1,1,6,2,2,33,2,1,1,1,1,2,1,2011,1,F,42,11,1,2,1,2690113
2019,1,1,8,2,2,21,1,1,5,1,13,1,1,2019,1,M,26,11,1,2,1,2690114
2019,1,1,8,2,2,21,1,1,5,1,13,2,QQ,UUUU,1,F,29,11,2,2,U,2690114
2019,1,1,8,2,2,21,1,1,5,1,13,2,QQ,UUUU,2,F,24,13,2,2,U,2690114
2019,1,1,13,2,2,23,1,1,2,1,18,1,1,UUUU,1,U,UU,11,N,NN,1,2690118
2019,1,1,13,2,2,23,1,1,2,1,18,2,1,2009,1,M,39,11,2,2,1,2690118
2019,1,1,16,2,3,33,2,2,5,3,18,1,1,2005,1,M,50,11,1,2,1,2690315
2019,1,1,16,2,3,33,2,2,5,3,18,2,1,2013,1,M,50,11,2,2,1,2690315
2019,1,1,16,2,3,33,2,2,5,3,18,3,1,2012,1,M,49,11,1,2,1,2690315
2019,1,1,13,2,1,2,2,1,2,1,1,1,1,2010,1,M,42,11,1,2,1,2690319
2019,1,1,13,2,1,2,2,1,2,1,1,99,NN,NNNN,1,M,77,99,2,NN,3,2690319
2019,1,1,13,2,2,33,2,1,1,1,1,1,1,2008,1,F,20,11,2,2,1,2690511
2019,1,1,13,2,2,33,2,1,1,1,1,1,1,2008,2,F,24,13,2,2,2,2690511
2019,1,1,13,2,2,33,2,1,1,1,1,2,1,2010,1,F,82,11,1,2,1,2690511
2019,1,1,17,2,1,2,2,1,4,1,1,1,1,UUUU,1,M,62,11,1,1,1,2690512
2019,1,1,17,2,1,2,2,1,4,1,1,99,NN,NNNN,1,F,31,99,2,NN,3,2690512
2019,1,1,17,2,2,21,1,1,5,2,18,1,1,2018,1,M,49,11,N,NN,1,2690517
2019,1,1,17,2,2,21,1,1,5,2,18,2,1,2010,1,F,29,11,N,NN,1,2690517
2019,1,1,17,2,2,21,1,1,5,2,18,2,1,2010,2,M,5,23,2,2,2,2690517
2019,1,1,7,2,1,2,2,1,1,1,3,1,1,2016,1,M,71,11,N,NN,1,2690684
2019,1,1,7,2,1,2,2,1,1,1,3,99,NN,NNNN,1,F,45,99,2,NN,3,2690684
2019,1,1,8,2,1,2,2,1,1,1,QQ,1,1,UUUU,1,U,UU,11,N,NN,1,2690758
2019,1,1,8,2,1,2,2,1,1,1,QQ,99,NN,NNNN,1,F,44,99,2,NN,3,2690758
2019,1,1,15,2,2,31,QQ,1,2,2,18,1,1,2011,1,M,34,11,N,NN,1,2690763
2019,1,1,15,2,2,31,QQ,1,2,2,18,2,1,2007,1,M,63,11,2,2,1,2690763
2019,1,1,15,2,3,24,1,1,5,1,18,1,1,2016,1,M,37,11,2,2,1,2690765
2019,1,1,15,2,3,24,1,1,5,1,18,1,1,2016,2,M,8,23,1,2,2,2690765
2019,1,1,15,2,3,24,1,1,5,1,18,2,1,2014,1,F,41,11,1,2,1,2690765
2019,1,1,15,2,3,24,1,1,5,1,18,3,1,2017,1,U,UU,11,N,NN,1,2690765
2019,1,1,14,2,2,35,2,1,1,1,QQ,1,1,2018,1,M,57,11,1,2,1,2691228
2019,1,1,14,2,2,35,2,1,1,1,QQ,2,1,2009,1,F,34,11,2,2,1,2691228
2019,1,1,12,2,2,21,2,4,3,1,1,1,1,2015,1,M,37,11,1,2,1,2691237
2019,1,1,12,2,2,21,2,4,3,1,1,2,1,1999,1,M,50,11,2,2,1,2691237
2019,1,1,12,2,2,21,2,4,3,1,1,2,1,1999,2,M,58,13,1,2,2,2691237
2019,1,1,12,2,2,21,2,1,1,1,18,1,1,2004,1,M,49,11,2,2,1,2691239
2019,1,1,12,2,2,21,2,1,1,1,18,2,7,2012,1,M,38,11,N,NN,1,2691239
2019,1,1,14,2,1,2,2,1,1,1,1,1,1,1992,1,M,20,11,N,NN,1,2691240
2019,1,1,14,2,1,2,2,1,1,1,1,99,NN,NNNN,1,F,18,99,2,NN,3,2691240
2019,1,1,18,2,1,QQ,QQ,1,1,1,UU,1,QQ,2013,1,M,40,11,N,NN,U,2691242
2019,1,1,18,2,1,QQ,QQ,1,1,1,UU,1,QQ,2013,2,M,28,23,2,1,U,2691242
2019,1,1,15,2,3,21,1,1,1,1,18,1,1,2006,1,M,28,11,1,2,1,2691390
2019,1,1,15,2,3,21,1,1,1,1,18,2,1,2005,1,F,69,11,1,2,1,2691390
2019,1,1,15,2,3,21,1,1,1,1,18,3,1,2006,1,M,48,11,2,2,1,2691390
2019,1,1,15,2,1,2,2,1,2,1,1,1,1,UUUU,1,M,UU,11,N,NN,1,2691391
2019,1,1,15,2,1,2,2,1,2,1,1,99,NN,NNNN,1,F,16,99,2,NN,3,2691391
2019,1,1,18,2,1,2,2,1,1,1,18,1,1,2007,1,M,40,11,1,2,1,2691411
2019,1,1,18,2,1,2,2,1,1,1,18,99,NN,NNNN,1,F,56,99,2,NN,3,2691411
2019,1,1,3,2,1,2,1,1,1,1,18,1,1,2014,1,F,27,11,2,2,1,2691418
2019,1,1,3,2,1,2,1,1,1,1,18,1,1,2014,2,M,41,13,2,2,2,2691418
2019,1,1,11,2,2,QQ,1,1,3,1,QQ,1,1,2006,1,M,85,11,N,NN,1,2691423
2019,1,1,11,2,2,QQ,1,1,3,1,QQ,2,1,2014,1,M,59,11,1,UU,1,2691423
2019,1,1,11,2,2,QQ,1,1,3,1,QQ,2,1,2014,2,F,84,22,2,UU,2,2691423
2019,1,1,15,2,1,2,QQ,1,3,1,18,1,1,2013,1,F,21,11,N,NN,1,2691424
2019,1,1,15,2,1,2,QQ,1,3,1,18,99,NN,NNNN,1,F,45,99,2,NN,3,2691424
2019,1,1,15,2,1,QQ,2,2,1,1,1,1,11,2011,1,U,UU,11,N,NN,1,2691705
2019,1,1,15,2,1,QQ,2,2,1,1,1,1,11,2011,2,F,64,96,2,13,2,2691705
2019,1,1,16,2,3,QQ,2,1,3,1,1,1,1,2006,1,M,34,11,N,NN,1,2691711
2019,1,1,16,2,3,QQ,2,1,3,1,1,2,1,1999,1,F,33,11,N,NN,1,2691711
2019,1,1,16,2,3,QQ,2,1,3,1,1,3,1,2007,1,M,69,11,2,2,1,2691711
2019,1,1,16,2,3,QQ,2,1,3,1,1,3,1,2007,2,M,20,13,1,2,2,2691711
2019,1,1,10,2,2,35,2,1,1,1,1,1,1,2008,1,F,38,11,2,2,1,2691723
2019,1,1,10,2,2,35,2,1,1,1,1,2,1,2018,1,F,46,11,N,NN,1,2691723
2019,1,1,11,2,3,QQ,2,1,2,1,18,1,1,2010,1,M,90,11,N,NN,1,2691918
2019,1,1,11,2,3,QQ,2,1,2,1,18,1,1,2010,2,F,75,13,2,2,2,2691918
2019,1,1,11,2,3,QQ,2,1,2,1,18,2,1,2016,1,M,50,11,N,NN,1,2691918
2019,1,1,11,2,3,QQ,2,1,2,1,18,3,1,2001,1,F,21,11,N,NN,1,2691918
2019,1,1,6,2,1,2,2,1,1,1,1,1,1,2011,1,F,59,11,N,NN,1,2691925
2019,1,1,6,2,1,2,2,1,1,1,1,99,NN,NNNN,1,M,33,99,2,NN,3,2691925
2019,1,1,7,2,1,QQ,1,1,1,1,18,1,11,2012,1,M,59,11,1,2,1,2691926
2019,1,1,7,2,1,QQ,1,1,1,1,18,1,11,2012,2,F,39,12,2,13,2,2691926
2019,1,1,20,2,2,33,2,2,2,1,1,1,1,2016,1,F,35,11,1,2,1,2692108
2019,1,1,20,2,2,33,2,2,2,1,1,2,1,2018,1,F,28,11,2,2,1,2692108
2019,1,1,17,2,2,21,1,1,2,1,18,1,1,2009,1,F,29,11,1,2,1,2692112
2019,1,1,17,2,2,21,1,1,2,1,18,2,1,2015,1,F,37,11,2,2,1,2692112
2019,1,1,8,2,3,23,1,1,2,1,18,1,1,2019,1,M,72,11,N,NN,1,2692299
2019,1,1,8,2,3,23,1,1,2,1,18,2,1,2014,1,M,24,11,2,2,1,2692299
2019,1,1,8,2,3,23,1,1,2,1,18,3,1,2017,1,U,UU,11,N,NN,1,2692299
2019,1,1,13,2,1,QQ,2,1,1,1,1,1,11,2006,1,F,55,11,N,NN,1,2692451
2019,1,1,13,2,1,QQ,2,1,1,1,1,1,11,2006,2,F,81,12,2,13,2,2692451
2019,1,1,16,2,1,2,2,4,3,1,3,1,1,2017,1,M,50,11,1,2,1,2692458
2019,1,1,16,2,1,2,2,4,3,1,3,99,NN,NNNN,1,M,31,99,2,NN,3,2692458
2019,1,1,12,2,2,35,2,1,2,1,18,1,1,2010,1,M,44,11,N,NN,1,2692464
2019,1,1,12,2,2,35,2,1,2,1,18,2,1,2014,1,M,51,11,2,2,1,2692464
2019,1,1,7,2,2,33,2,1,2,1,1,1,1,2006,1,F,54,11,2,2,1,2692709
2019,1,1,7,2,2,33,2,1,2,1,1,2,1,2012,1,F,39,11,2,2,1,2692709
2019,1,1,6,2,2,33,2,4,3,1,1,1,1,2014,1,M,52,11,2,2,1,2692715
2019,1,1,6,2,2,33,2,4,3,1,1,2,7,2016,1,M,64,11,1,2,1,2692715
2019,1,1,23,2,2,21,2,1,3,2,1,1,1,UUUU,1,M,36,11,N,NN,1,2692716
2019,1,1,23,2,2,21,2,1,3,2,1,2,1,2016,1,F,36,11,2,2,1,2692716
2019,1,1,18,2,2,31,1,2,5,1,18,1,1,2008,1,M,26,11,N,NN,1,2692719
2019,1,1,18,2,2,31,1,2,5,1,18,2,1,2012,1,M,22,11,N,NN,1,2692719
2019,1,1,18,2,2,31,1,2,5,1,18,2,1,2012,2,F,21,13,2,2,2,2692719
2019,1,1,13,2,2,QQ,2,2,2,1,1,1,1,2000,1,F,19,11,2,2,1,2692974
