Date,Adj Close,return,target
,VFV.TO,,
2013-01-03,21.237472534179688,0.0055158851713354995,0.0023515090683485784
2013-01-04,21.287412643432617,0.0023515090683485784,-0.0015636962977796376
2013-01-07,21.254125595092773,-0.0015636962977796376,-0.003523737124867088
2013-01-08,21.179231643676758,-0.003523737124867088,0.004322039492554719
2013-01-09,21.270769119262695,0.004322039492554719,0.004694759482349875
2013-01-10,21.370630264282227,0.004694759482349875,0.000778535865263219
2013-01-11,21.38726806640625,0.000778535865263219,-0.0023344149265572822
2013-01-14,21.33734130859375,-0.0023344149265572822,0.0023398771707510146
2013-01-15,21.38726806640625,0.0023398771707510146,0.0019459403154600263
2013-01-16,21.42888641357422,0.0019459403154600263,0.006213491022801332
2013-01-17,21.562034606933594,0.006213491022801332,0.00887656089723965
2013-01-18,21.75343132019043,0.00887656089723965,0.008799162266793337
2013-01-21,21.944843292236328,0.008799162266793337,-0.005309150871354751
2013-01-22,21.82833480834961,-0.005309150871354751,0.00991232866849212
2013-01-23,22.04470443725586,0.00991232866849212,0.00415227015167452
2013-01-24,22.136240005493164,0.00415227015167452,0.008270975674589343
2013-01-25,22.31932830810547,0.008270975674589343,-0.000372935480794534
2013-01-28,22.311004638671875,-0.000372935480794534,0.00037307461355484683
2013-01-29,22.31932830810547,0.00037307461355484683,-0.00484730667773281
2013-01-30,22.211139678955078,-0.00484730667773281,-0.005245583653942121
2013-01-31,22.094629287719727,-0.005245583653942121,0.009039404437985787
2013-02-01,22.29435157775879,0.009039404437985787,-0.010824593167686136
2013-02-04,22.053024291992188,-0.010824593167686136,0.008679538106107776
2013-02-05,22.244434356689453,0.008679538106107776,-0.0007486394414915054
2013-02-06,22.227781295776367,-0.0007486394414915054,0.0007492003224023325
2013-02-07,22.244434356689453,0.0007492003224023325,0.010100758928839326
2013-02-08,22.469120025634766,0.010100758928839326,0.0018521615342237396
2013-02-11,22.5107364654541,0.0018521615342237396,0.0
2013-02-12,22.5107364654541,0.0,-0.0011093779933738501
2013-02-13,22.485763549804688,-0.0011093779933738501,0.0022203719122952936
